key,text,location,screen,context,type,variables,notes
"agreements.edit.button_1","חזרה למסמך","src/app/documents/[id]/edit/page.tsx:49","הסכם → עריכת שדות","קישור-פעולה","button","",""
"agreements.detail.other_2","מקור: Fireberry","src/app/documents/[id]/page.tsx:101","הסכם (דף המסמך)","טקסט קצר במסך","other","","same text also at: src/components/DocumentRow.tsx:22"
"agreements.detail.button_1","הורדת מסמך חתום","src/app/documents/[id]/page.tsx:113","הסכם (דף המסמך)","קישור-פעולה (אחת מגרסאות טקסט מותנות)","button","",""
"agreements.detail.button_2","הורדת מסמך","src/app/documents/[id]/page.tsx:113","הסכם (דף המסמך)","קישור-פעולה (אחת מגרסאות טקסט מותנות)","button","",""
"agreements.detail.button_3","הוספת שדות","src/app/documents/[id]/page.tsx:133","הסכם (דף המסמך)","קישור-פעולה","button","",""
"agreements.detail.aria_1","תצוגת המסמך","src/app/documents/[id]/page.tsx:147","הסכם (דף המסמך)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"agreements.detail.other_3","המסמך מוכן. מומלץ לעבור עליו ולוודא שהכול נראה כמו שצריך.","src/app/documents/[id]/page.tsx:153","הסכם (דף המסמך)","פסקת הסבר במסך","other","",""
"agreements.detail.other_4","לא הצלחנו להכין תצוגה של המסמך. ניתן להוריד את הקובץ המקורי.","src/app/documents/[id]/page.tsx:164","הסכם (דף המסמך)","פסקת הסבר במסך","other","",""
"agreements.detail.empty_state_1","טרם נבחר חותם.","src/app/documents/[id]/page.tsx:186","הסכם (דף המסמך)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"agreements.detail.heading_1","קישור החתימה","src/app/documents/[id]/page.tsx:193","הסכם (דף המסמך)","כותרת מקטע","heading","",""
"agreements.detail.status_1","פג בתאריך","src/app/documents/[id]/page.tsx:195","הסכם (דף המסמך)","תווית סטטוס / אירוע בציר הזמן (אחת מגרסאות טקסט מותנות)","status","",""
"agreements.detail.other_5","החותם יכול לפתוח את הקישור שוב עד למועד זה. תזכורת נשלחת אוטומטית לפני שהמסמך נחתם.","src/app/documents/[id]/page.tsx:201","הסכם (דף המסמך)","פסקת הסבר במסך","other","",""
"agreements.detail.heading_2","גרסאות","src/app/documents/[id]/page.tsx:208","הסכם (דף המסמך)","כותרת מקטע","heading","",""
"agreements.detail.button_4","→ הגרסה הקודמת","src/app/documents/[id]/page.tsx:213","הסכם (דף המסמך)","קישור-פעולה","button","",""
"agreements.detail.button_5","← גרסה חדשה יותר","src/app/documents/[id]/page.tsx:220","הסכם (דף המסמך)","קישור-פעולה","button","",""
"agreements.detail.heading_3","פעולות","src/app/documents/[id]/page.tsx:229","הסכם (דף המסמך)","כותרת מקטע","heading","","same text also at: src/components/companies/CompanyList.tsx:385, src/components/documents/RowActions.tsx:163, src/components/reports/RegistrationsTable.tsx:267"
"agreements.detail.heading_4","היסטוריית המסמך","src/app/documents/[id]/page.tsx:236","הסכם (דף המסמך)","כותרת מקטע","heading","","same text also at: src/server/signing/pdf.ts:209"
"agreements.detail.other_1","המסמך אינו משויך לספק או ללקוח","src/app/documents/[id]/page.tsx:79","הסכם (דף המסמך)","טקסט קצר במסך","other","","glossary term — keep consistent: ספקים, לקוחות"
"agreements.send.step_1","1. מסמך → 2. שדות → 3. חותם → <span>4. שליחה</span>","src/app/documents/[id]/send/page.tsx:35","הסכם → שליחה לחתימה","שם שלב באשף / במעקב ההתקדמות","step","",""
"agreements.send.button_1","חזרה לעריכה","src/app/documents/[id]/send/page.tsx:41","הסכם → שליחה לחתימה","קישור-פעולה","button","","same text also at: src/components/companies/CompanyForm.tsx:226, src/components/documents/CompanyStep.tsx:191"
"agreements.new.heading_4","מסמך מ-Fireberry","src/app/documents/new/page.tsx:105","מסמך חדש (העלאה / כתיבה / בחירת חברה)","כותרת מקטע","heading","",""
"agreements.new.other_7","הצעת מחיר קיימת של {company.name} עם כל השורות שבה, או קובץ שכבר מצורף לרשומה. הייבוא אינו משנה דבר ב-CRM.","src/app/documents/new/page.tsx:107","מסמך חדש (העלאה / כתיבה / בחירת חברה)","פסקת הסבר במסך","other","{company.name}","glossary term — keep consistent: CRM; placeholders must stay exactly as written"
"agreements.new.step_1","שלב 1 מתוך 2","src/app/documents/new/page.tsx:37","מסמך חדש (העלאה / כתיבה / בחירת חברה)","שם שלב באשף / במעקב ההתקדמות","step","",""
"agreements.new.heading_1","למי המסמך?","src/app/documents/new/page.tsx:38","מסמך חדש (העלאה / כתיבה / בחירת חברה)","כותרת העמוד","heading","",""
"agreements.new.other_2","כל מסמך שייך לספק או ללקוח, כדי שתמיד יהיה ברור איפה למצוא אותו.","src/app/documents/new/page.tsx:39","מסמך חדש (העלאה / כתיבה / בחירת חברה)","פסקת הסבר במסך","other","","glossary term — keep consistent: ספקים, לקוחות"
"agreements.new.step_2","שלב 2 מתוך 2","src/app/documents/new/page.tsx:52","מסמך חדש (העלאה / כתיבה / בחירת חברה)","שם שלב באשף / במעקב ההתקדמות","step","",""
"agreements.new.heading_2","מאיפה מתחילים?","src/app/documents/new/page.tsx:54","מסמך חדש (העלאה / כתיבה / בחירת חברה)","כותרת העמוד","heading","",""
"agreements.new.other_3","עבור <span>{company.name}</span> {…} <Link> החלפת חברה </Link>","src/app/documents/new/page.tsx:56","מסמך חדש (העלאה / כתיבה / בחירת חברה)","פסקת הסבר במסך","other","{company.name} | {…}","placeholders must stay exactly as written"
"agreements.new.heading_3","תבנית XTRA Sign","src/app/documents/new/page.tsx:70","מסמך חדש (העלאה / כתיבה / בחירת חברה)","כותרת מקטע","heading","","glossary term — keep consistent: XTRA Sign"
"agreements.new.empty_state_1","עדיין אין תבניות שמורות. שומרים מסמך כתבנית מעמוד המסמך, ומכאן ואילך הוא זמין לשימוש חוזר.","src/app/documents/new/page.tsx:73","מסמך חדש (העלאה / כתיבה / בחירת חברה)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"agreements.new.other_4","${template.pageCount} עמודים","src/app/documents/new/page.tsx:83","מסמך חדש (העלאה / כתיבה / בחירת חברה)","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","${template.pageCount}","placeholders must stay exactly as written; same text also at: src/components/TemplateList.tsx:72"
"agreements.new.other_5","${template.fieldCount} שדות","src/app/documents/new/page.tsx:84","מסמך חדש (העלאה / כתיבה / בחירת חברה)","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","${template.fieldCount}","placeholders must stay exactly as written; same text also at: src/components/TemplateList.tsx:78"
"agreements.new.other_6","דורשת הגדרת חתימה","src/app/documents/new/page.tsx:85","מסמך חדש (העלאה / כתיבה / בחירת חברה)","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"agreements.new.label_1","המשך עם התבנית הזו","src/app/documents/new/page.tsx:95","מסמך חדש (העלאה / כתיבה / בחירת חברה)","תווית שדה / פריט (אחת מגרסאות טקסט מותנות)","label","",""
"agreements.new.label_2","שימוש בתבנית","src/app/documents/new/page.tsx:95","מסמך חדש (העלאה / כתיבה / בחירת חברה)","תווית שדה / פריט (אחת מגרסאות טקסט מותנות)","label","","same text also at: src/components/documents/UseTemplateButton.tsx:10"
"public.embed_form.public_page_1","הטופס אינו זמין","src/app/join/[slug]/page.tsx:33","עמוד ציבורי: טופס הצטרפות (הטמעה)","טקסט בעמוד הציבורי","public_page","",""
"public.embed_form.public_page_2","ייתכן שהקישור שגוי או שהטופס נסגר. אפשר לפנות למי ששלח לכם אותו.","src/app/join/[slug]/page.tsx:34","עמוד ציבורי: טופס הצטרפות (הטמעה)","טקסט בעמוד הציבורי","public_page","",""
"public.embed_form.public_page_3","<span>XTRA Sign</span> · טופס מאובטח","src/app/join/[slug]/page.tsx:82","עמוד ציבורי: טופס הצטרפות (הטמעה)","טקסט בעמוד הציבורי","public_page","","glossary term — keep consistent: XTRA Sign"
"home.metadata.other_1","מסמכים לחתימה","src/app/layout.tsx:17","כותרת האתר (metadata)","תיאור העמוד לשיתוף ולמנועי חיפוש (metadata)","other","",""
"login.form.other_1","הסכמים שנחתמים בדקות, לא בשבועות.","src/app/login/page.tsx:25","כניסה למערכת","פסקת הסבר במסך","other","","glossary term — keep consistent: הסכמים"
"login.form.other_2","<span>✓</span> שליחה ב-SMS ובאימייל, חתימה מהנייד, עותק חתום לכולם.","src/app/login/page.tsx:27","כניסה למערכת","פריט ברשימה","other","",""
"login.form.other_3","<span>✓</span> אימות טלפוני חד-פעמי ומסלול ביקורת מלא לכל חתימה.","src/app/login/page.tsx:28","כניסה למערכת","פריט ברשימה","other","",""
"login.form.other_4","<span>✓</span> קמפיינים, הרשמות, הפצות ודוחות במקום אחד.","src/app/login/page.tsx:29","כניסה למערכת","פריט ברשימה","other","","glossary term — keep consistent: הפצה, הרשמות"
"login.form.other_5","XTRA Sign · חתימה דיגיטלית לעסקים","src/app/login/page.tsx:32","כניסה למערכת","פסקת הסבר במסך","other","","glossary term — keep consistent: XTRA Sign"
"login.form.other_6","הכניסה מאובטחת בקוד חד-פעמי. אין סיסמאות לזכור.","src/app/login/page.tsx:45","כניסה למערכת","פסקת הסבר במסך","other","",""
"home.dashboard.activity_text.sent","נשלח","src/app/page.tsx:18","בית (דשבורד)","תווית סטטוס / אירוע בציר הזמן","status","","same text also at: src/components/Timeline.tsx:6, src/components/ai/ResultCards.tsx:16, src/components/reports/RegistrationsTable.tsx:38 (+5 more)"
"home.dashboard.activity_text.viewed","נצפה","src/app/page.tsx:19","בית (דשבורד)","תווית סטטוס / אירוע בציר הזמן","status","","same text also at: src/components/Timeline.tsx:10, src/components/ai/ResultCards.tsx:17, src/components/groups/GroupWorkspace.tsx:25 (+6 more)"
"home.dashboard.activity_text.completed","נחתם","src/app/page.tsx:20","בית (דשבורד)","תווית סטטוס / אירוע בציר הזמן","status","","same text also at: src/components/Timeline.tsx:17, src/components/ai/ResultCards.tsx:18, src/components/groups/GroupWorkspace.tsx:26 (+12 more)"
"home.dashboard.activity_text.canceled","בוטל","src/app/page.tsx:21","בית (דשבורד)","תווית סטטוס / אירוע בציר הזמן","status","","same text also at: src/components/Timeline.tsx:20, src/components/ai/ResultCards.tsx:21, src/components/groups/GroupWorkspace.tsx:29 (+7 more)"
"home.dashboard.activity_text.reminder_sent","נשלחה תזכורת","src/app/page.tsx:22","בית (דשבורד)","תווית סטטוס / אירוע בציר הזמן","status","","same text also at: src/components/Timeline.tsx:22, src/components/reports/RegistrationsTable.tsx:45, src/lib/relative-time.ts:27"
"home.dashboard.heading_1","שלום, {session.name.split(' ')[0]}","src/app/page.tsx:45","בית (דשבורד)","כותרת העמוד","heading","{session.name.split(' ')[0]}","placeholders must stay exactly as written"
"home.dashboard.button_1","קמפיין חדש","src/app/page.tsx:61","בית (דשבורד)","קישור-פעולה","button","","glossary term — keep consistent: קמפיין; same text also at: src/app/projects/page.tsx:94, src/components/projects/NewCampaignWizard.tsx:142"
"home.dashboard.label_1","לידים חדשים","src/app/page.tsx:67","בית (דשבורד)","תווית מונה בדשבורד","label","",""
"home.dashboard.label_2","עומדים לפוג","src/app/page.tsx:68","בית (דשבורד)","תווית מונה בדשבורד","label","",""
"home.dashboard.heading_2","פעילות אחרונה","src/app/page.tsx:74","בית (דשבורד)","כותרת מקטע","heading","","same text also at: src/components/documents/DocumentsTable.tsx:74, src/components/projects/CampaignOverview.tsx:79, src/components/projects/ProjectsList.tsx:95"
"home.dashboard.button_2","לכל ההסכמים","src/app/page.tsx:76","בית (דשבורד)","קישור-פעולה","button","","glossary term — keep consistent: הסכמים"
"home.dashboard.empty_state_1","עדיין אין פעילות. שליחת המסמך הראשון לחתימה תופיע כאן.","src/app/page.tsx:81","בית (דשבורד)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"campaigns.detail.heading_1","שליחות אחרונות","src/app/projects/[id]/page.tsx:178","קמפיין (דף הקמפיין)","כותרת מקטע","heading","",""
"campaigns.detail.other_4","{batch.sent} נשלחו · {batch.signed} נחתמו {batch.failed > 0 ? ` · ${batch.failed} נכשלו` : ''}","src/app/projects/[id]/page.tsx:187","קמפיין (דף הקמפיין)","טקסט קצר במסך","other","{batch.sent} | {batch.signed} | {batch.failed > 0 ? ` · ${batch.failed} נכשלו` : ''}","placeholders must stay exactly as written"
"campaigns.detail.other_5"," · ${batch.failed} נכשלו","src/app/projects/[id]/page.tsx:188","קמפיין (דף הקמפיין)","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","${batch.failed}","placeholders must stay exactly as written"
"campaigns.detail.empty_state_1","עדיין לא נשלחו הסכמים מהפרויקט הזה. שולחים מתוך לשונית הספקים.","src/app/projects/[id]/page.tsx:210","קמפיין (דף הקמפיין)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","","glossary term — keep consistent: הסכמים, ספקים"
"campaigns.detail.aria_2","חיפוש בהרשמות","src/app/projects/[id]/page.tsx:283","קמפיין (דף הקמפיין)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","glossary term — keep consistent: הרשמות"
"campaigns.detail.placeholder_1","חיפוש לפי עסק, איש קשר, ח.פ., טלפון או אימייל","src/app/projects/[id]/page.tsx:283","קמפיין (דף הקמפיין)","טקסט placeholder בתוך שדה קלט ריק","placeholder","",""
"campaigns.detail.label_1","כל ההרשמות","src/app/projects/[id]/page.tsx:285","קמפיין (דף הקמפיין)","אפשרות ברשימת בחירה","label","","glossary term — keep consistent: הרשמות"
"campaigns.detail.label_2","דורש טיפול ({attention})","src/app/projects/[id]/page.tsx:286","קמפיין (דף הקמפיין)","אפשרות ברשימת בחירה","label","{attention}","glossary term — keep consistent: דורש טיפול; placeholders must stay exactly as written"
"campaigns.detail.label_3","נכשלו / נדחו","src/app/projects/[id]/page.tsx:291","קמפיין (דף הקמפיין)","אפשרות ברשימת בחירה","label","",""
"campaigns.detail.button_2","הצגה","src/app/projects/[id]/page.tsx:294","קמפיין (דף הקמפיין)","כפתור / פעולה","button","","same text also at: src/app/projects/[id]/page.tsx:301, src/components/reports/ProjectReportView.tsx:171, src/components/reports/ReportPanel.tsx:102"
"campaigns.detail.other_6","הרשמה אחת דורשת טיפול","src/app/projects/[id]/page.tsx:299","קמפיין (דף הקמפיין)","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","","glossary term — keep consistent: הרשמות, דורש טיפול"
"campaigns.detail.other_7","${attention} הרשמות דורשות טיפול","src/app/projects/[id]/page.tsx:299","קמפיין (דף הקמפיין)","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","${attention}","glossary term — keep consistent: הרשמות, דורש טיפול; placeholders must stay exactly as written"
"campaigns.detail.button_1","→ לכל הקמפיינים","src/app/projects/[id]/page.tsx:72","קמפיין (דף הקמפיין)","קישור-פעולה","button","",""
"campaigns.detail.other_2","נמען אחד","src/app/projects/[id]/page.tsx:84","קמפיין (דף הקמפיין)","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"campaigns.detail.other_3","${companies.length} נמענים","src/app/projects/[id]/page.tsx:84","קמפיין (דף הקמפיין)","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","${companies.length}","glossary term — keep consistent: נמענים; placeholders must stay exactly as written"
"campaigns.detail.other_1","{…} · {…} חתמו · {…} ממתינים {…}","src/app/projects/[id]/page.tsx:86","קמפיין (דף הקמפיין)","פסקת הסבר במסך","other","{…}","placeholders must stay exactly as written"
"campaigns.detail.aria_1","לשוניות הפרויקט","src/app/projects/[id]/page.tsx:93","קמפיין (דף הקמפיין)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"campaigns.list.tab_2","קמפיינים ציבוריים","src/app/projects/page.tsx:42","קמפיינים (רשימה)","לשונית / מסנן בראש הרשימה","tab","",""
"campaigns.list.tab_3","קמפייני חתימות","src/app/projects/page.tsx:43","קמפיינים (רשימה)","לשונית / מסנן בראש הרשימה","tab","",""
"campaigns.list.tab_1","ארכיון","src/app/projects/page.tsx:44","קמפיינים (רשימה)","לשונית / מסנן בראש הרשימה","tab","","same text also at: src/components/companies/CompanyList.tsx:70, src/app/customers/page.tsx:35, src/app/suppliers/page.tsx:35 (+2 more)"
"campaigns.list.other_1","פעילות עם קהל, הפצות, הסכמים וחתימות — ציבורית או מול אנשים שכבר יש לכם.","src/app/projects/page.tsx:52","קמפיינים (רשימה)","פסקת הסבר במסך","other","","glossary term — keep consistent: הפצה, הסכמים"
"campaigns.list.aria_1","סינון קמפיינים","src/app/projects/page.tsx:64","קמפיינים (רשימה)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"campaigns.list.empty_state_1","לא נמצאו קמפיינים מתאימים. נסו חיפוש אחר.","src/app/projects/page.tsx:86","קמפיינים (רשימה)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"campaigns.list.empty_state_2","אין קמפיינים בארכיון.","src/app/projects/page.tsx:88","קמפיינים (רשימה)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"campaigns.list.empty_state_3","עדיין אין קמפיינים","src/app/projects/page.tsx:91","קמפיינים (רשימה)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"campaigns.list.empty_state_4","קמפיין ציבורי מפרסם פעילות ואוסף הרשמות; קמפיין חתימות שולח הסכמים לאנשים שכבר יש לכם. שניהם יכולים להפיץ SMS ואימייל.","src/app/projects/page.tsx:92","קמפיינים (רשימה)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","","glossary term — keep consistent: קמפיין, הרשמות, הסכמים"
"settings.emails.other_1","כך נראים המיילים שהמערכת שולחת, עם נתוני דוגמה. אפשר לשלוח כל אחד מהם לכתובת שלכם לבדיקה.","src/app/settings/emails/page.tsx:17","הגדרות → אימיילים (תצוגה מקדימה ושליחת בדיקה)","פסקת הסבר במסך","other","",""
"settings.notifications.other_1","לאן לשלוח אימייל כשמשהו קורה. ההתראות בתוך המערכת (בפעמון) פועלות תמיד.","src/app/settings/notifications/page.tsx:20","הגדרות → התראות","פסקת הסבר במסך","other","",""
"settings.organization.heading_1","פרטי הארגון ומיתוג","src/app/settings/organization/page.tsx:21","הגדרות → ארגון ומיתוג","כותרת העמוד","heading","",""
"settings.organization.other_1","הפרטים שמופיעים על המסמכים שאתם שולחים, והצבעים שבהם XTRA AI מעצב אותם.","src/app/settings/organization/page.tsx:23","הגדרות → ארגון ומיתוג","פסקת הסבר במסך","other","",""
"settings.security.heading_1","אבטחת טפסים והתחברות","src/app/settings/security/page.tsx:16","הגדרות → אבטחה (CAPTCHA)","כותרת העמוד","heading","",""
"settings.security.other_1","הפעלה, כיבוי והחלפת חשבון Google — מכאן, בלי פריסה.","src/app/settings/security/page.tsx:17","הגדרות → אבטחה (CAPTCHA)","פסקת הסבר במסך","other","",""
"settings.users.other_1","משתמשים נוספים למערכת על ידי מנהל בלבד. הכניסה היא באמצעות קוד חד-פעמי שנשלח ב-SMS למספר הטלפון שהוגדר — אין סיסמאות במערכת.","src/app/settings/users/page.tsx:20","הגדרות → משתמשים","פסקת הסבר במסך","other","",""
"signer.flow.status_3","בקשת החתימה בוטלה.","src/app/sign/[token]/page.tsx:101","עמוד חתימה (חותם)","הודעת מצב — מדוע אי אפשר לחתום כעת","status","",""
"signer.flow.status_4","תוקף בקשת החתימה פג.","src/app/sign/[token]/page.tsx:102","עמוד חתימה (חותם)","הודעת מצב — מדוע אי אפשר לחתום כעת","status","",""
"signer.flow.heading_1","הקישור אינו זמין","src/app/sign/[token]/page.tsx:86","עמוד חתימה (חותם)","כותרת העמוד","heading","",""
"signer.flow.other_1","ייתכן שפג תוקפו או שהמסמך כבר טופל. אפשר לפנות לשולח המסמך ולבקש קישור חדש.","src/app/sign/[token]/page.tsx:88","עמוד חתימה (חותם)","פסקת הסבר במסך","other","",""
"signer.flow.status_1","המסמך כבר נחתם.","src/app/sign/[token]/page.tsx:97","עמוד חתימה (חותם)","הודעת מצב — מדוע אי אפשר לחתום כעת","status","",""
"signer.flow.status_2","המסמך נדחה.","src/app/sign/[token]/page.tsx:99","עמוד חתימה (חותם)","הודעת מצב — מדוע אי אפשר לחתום כעת","status","",""
"suppliers.list.other_1","כל ספק במקום אחד — הפרטים שלו וכל המסמכים שנשלחו אליו לחתימה.","src/app/suppliers/page.tsx:30","ספקים (רשימה)","פסקת הסבר במסך","other","","glossary term — keep consistent: ספקים"
"templates.fields.heading_1","הגדרת שדות","src/app/templates/[id]/fields/page.tsx:40","תבנית → שדות","כותרת העמוד","heading","","same text also at: src/components/projects/AgreementPanel.tsx:89"
"templates.fields.other_1","לא הצלחנו להכין תצוגה של ההסכם, ולכן לא ניתן להציב שדות.","src/app/templates/[id]/fields/page.tsx:45","תבנית → שדות","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","","glossary term — keep consistent: הסכמים"
"templates.fields.button_1","חזרה","src/app/templates/[id]/fields/page.tsx:49","תבנית → שדות","קישור-פעולה","button","","same text also at: src/components/deletion/DeleteDialog.tsx:172, src/components/editor/FieldEditor.tsx:369, src/components/groups/BulkSendDialog.tsx:267 (+2 more)"
"templates.fields.button_2","חזרה לפרויקט","src/app/templates/[id]/fields/page.tsx:67","תבנית → שדות","כפתור / פעולה","button","",""
"templates.list.button_1","תבנית חדשה","src/app/templates/page.tsx:28","תבניות","קישור-פעולה","button","","same text also at: src/app/templates/page.tsx:42"
"templates.list.other_1","מעלים PDF, מציבים עליו את השדות, ובעמוד המסמך לוחצים &quot;שמירה כתבנית&quot; — מכאן ואילך אפשר לשלוח אותו לכל ספק או לקוח, כולל שליחה מרוכזת מתוך פרויקט.","src/app/templates/page.tsx:32","תבניות","פסקת הסבר במסך","other","","glossary term — keep consistent: ספקים, לקוחות"
"templates.list.empty_state_1","עדיין אין תבניות","src/app/templates/page.tsx:39","תבניות","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"templates.list.empty_state_2","מעלים PDF, מציבים עליו שדות, ובעמוד המסמך לוחצים ״שמירה כתבנית״. מכאן ואילך כל מסמך חדש מהתבנית יתחיל עם השדות במקום.","src/app/templates/page.tsx:40","תבניות","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
"ai.chat.error_11","הפעולה לא הושלמה.","src/components/ai/ApprovalCard.tsx:51","XTRA AI (עוזר צ׳אט)","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה (ברירת מחדל כשאין ערך אחר)","error","",""
"ai.chat.success_1","הפעולה בוצעה.","src/components/ai/ApprovalCard.tsx:59","XTRA AI (עוזר צ׳אט)","הודעת הצלחה אחרי פעולה (ברירת מחדל כשאין ערך אחר)","success","",""
"ai.chat.error_13","הפעולה לא הושלמה. בדקו את החיבור ונסו שוב.","src/components/ai/ApprovalCard.tsx:62","XTRA AI (עוזר צ׳אט)","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","",""
"ai.chat.status_1","✓ בוצע","src/components/ai/ApprovalCard.tsx:71","XTRA AI (עוזר צ׳אט)","תווית סטטוס / אירוע בציר הזמן (אחת מגרסאות טקסט מותנות)","status","",""
"ai.chat.other_1","פעולה רגישה — נדרשים שני אישורים.","src/components/ai/ApprovalCard.tsx:80","XTRA AI (עוזר צ׳אט)","פסקת הסבר במסך","other","",""
"ai.chat.other_2","אישור אחרון: הפעולה תתבצע בפועל מיד לאחר הלחיצה.","src/components/ai/ApprovalCard.tsx:83","XTRA AI (עוזר צ׳אט)","פסקת הסבר במסך","other","",""
"ai.chat.button_1","מבצע…","src/components/ai/ApprovalCard.tsx:94","XTRA AI (עוזר צ׳אט)","כיתוב כפתור בזמן פעולה (מצב טעינה) (אחת מגרסאות טקסט מותנות)","button","",""
"ai.chat.button_2","המשך","src/components/ai/ApprovalCard.tsx:94","XTRA AI (עוזר צ׳אט)","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","","same text also at: src/components/projects/DistributionWizard.tsx:393, src/components/projects/NewCampaignWizard.tsx:328"
"ai.chat.button_3","אישור וביצוע","src/components/ai/ApprovalCard.tsx:94","XTRA AI (עוזר צ׳אט)","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","",""
"ai.chat.label_3","${row.companyCount ?? 0} חברות","src/components/ai/ResultCards.tsx:112","XTRA AI (עוזר צ׳אט)","תווית שדה / פריט","label","${row.companyCount ?? 0}","placeholders must stay exactly as written"
"ai.chat.label_4","${row.signatureCount ?? 0} חתימות","src/components/ai/ResultCards.tsx:124","XTRA AI (עוזר צ׳אט)","תווית שדה / פריט (אחת מגרסאות טקסט מותנות)","label","${row.signatureCount ?? 0}","placeholders must stay exactly as written"
"ai.chat.other_3","ועוד {rows.length - 12} תוצאות…","src/components/ai/ResultCards.tsx:134","XTRA AI (עוזר צ׳אט)","פסקת הסבר במסך","other","{rows.length - 12}","placeholders must stay exactly as written"
"ai.chat.status_text.draft","טיוטה","src/components/ai/ResultCards.tsx:15","XTRA AI (עוזר צ׳אט)","תווית סטטוס / אירוע בציר הזמן","status","","same text also at: src/components/groups/GroupWorkspace.tsx:22, src/lib/distributions.ts:27, src/lib/status.ts:11 (+1 more)"
"ai.chat.button_4","פתח","src/components/ai/ResultCards.tsx:59","XTRA AI (עוזר צ׳אט)","קישור-פעולה (ברירת מחדל כשאין ערך אחר)","button","",""
"ai.chat.label_1","${row.pendingCount} ממתינים","src/components/ai/ResultCards.tsx:83","XTRA AI (עוזר צ׳אט)","תווית שדה / פריט (אחת מגרסאות טקסט מותנות)","label","${row.pendingCount}","placeholders must stay exactly as written"
"ai.chat.label_2","חסרים פרטים","src/components/ai/ResultCards.tsx:85","XTRA AI (עוזר צ׳אט)","תווית שדה / פריט (אחת מגרסאות טקסט מותנות)","label","",""
"ai.chat.error_14","לא הצלחנו לטעון את השיחה.","src/components/ai/XtraAi.tsx:140","XTRA AI (עוזר צ׳אט)","הודעת שגיאה","error","",""
"ai.chat.error_15","XTRA AI אינו זמין כרגע.","src/components/ai/XtraAi.tsx:177","XTRA AI (עוזר צ׳אט)","הודעת שגיאה (ברירת מחדל כשאין ערך אחר)","error","",""
"ai.chat.aria_1","פתיחת XTRA AI — ${unseen} תשובות חדשות","src/components/ai/XtraAi.tsx:256","XTRA AI (עוזר צ׳אט)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך (אחת מגרסאות טקסט מותנות)","aria","${unseen}","placeholders must stay exactly as written"
"ai.chat.aria_2","פתיחת XTRA AI","src/components/ai/XtraAi.tsx:256","XTRA AI (עוזר צ׳אט)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך (אחת מגרסאות טקסט מותנות)","aria","",""
"ai.chat.other_4","עובד על זה…","src/components/ai/XtraAi.tsx:292","XTRA AI (עוזר צ׳אט)","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"ai.chat.other_5","עוזר חכם — התשובות נוצרות אוטומטית","src/components/ai/XtraAi.tsx:292","XTRA AI (עוזר צ׳אט)","פסקת הסבר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"ai.chat.aria_3","שיחות קודמות","src/components/ai/XtraAi.tsx:298","XTRA AI (עוזר צ׳אט)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"ai.chat.aria_4","סגירה","src/components/ai/XtraAi.tsx:317","XTRA AI (עוזר צ׳אט)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","same text also at: src/components/companies/CrmDocumentImport.tsx:115, src/components/companies/CrmDocumentImport.tsx:181, src/components/crm/CrmBusinessImport.tsx:89 (+12 more)"
"ai.chat.empty_state_1","אין עדיין שיחות.","src/components/ai/XtraAi.tsx:327","XTRA AI (עוזר צ׳אט)","מצב ריק — מוצג כשאין נתונים להצגה","empty_state","",""
